date,type,address,city,state,zip,price,beds,baths,neighborhood,sqft,lot,year,hoa,url,mls,latitude,longitude
July-22-2025,Multi-Family (2-4 Unit),15 Chester Pl,Somerville,MA,2144,1425000,5,3,Davis Square,2648,4175,1900,NA,https://www.redfin.com/MA/Somerville/15-Chester-Pl-02144/home/8695544,73343910,42.3951063,-71.1233828
June-6-2025,Single Family Residential,100 Hammond St,Cambridge,MA,2138,2550000,5,3.5,Agassiz,2649,2963,1916,NA,https://www.redfin.com/MA/Cambridge/100-Hammond-St-02138/home/12428162,73353720,42.3815228,-71.1127408
July-7-2025,Multi-Family (2-4 Unit),13-15 Oxford Ave,Belmont,MA,2478,1300000,6,3.5,Belmont,2668,5000,1898,NA,https://www.redfin.com/MA/Belmont/13-Oxford-Ave-02478/home/8420460,73372261,42.3762551,-71.1561078
July-28-2025,Multi-Family (2-4 Unit),62 Chandler St,Somerville,MA,2144,2150000,4,3,Somerville,2668,4356,1900,NA,https://www.redfin.com/MA/Somerville/62-Chandler-St-02144/home/8692121,73381676,42.3998551,-71.1211871
September-2-2025,Single Family Residential,16 Summit Ave,Somerville,MA,2143,1200000,4,1.5,Prospect Hill,2682,5792,1964,NA,https://www.redfin.com/MA/Somerville/16-Summit-Ave-02143/home/8728265,73401557,42.3837346,-71.0961889
July-1-2025,Single Family Residential,13 Walker St,Cambridge,MA,2138,3500000,4,3.5,Harvard Square,2683,2440,1894,NA,https://www.redfin.com/MA/Cambridge/13-Walker-St-02138/home/11585951,73374911,42.3796706,-71.1240781
September-11-2025,Single Family Residential,181 Grove St,Cambridge,MA,2138,3300000,4,3,West Cambridge,2685,10080,1953,NA,https://www.redfin.com/MA/Cambridge/181-Grove-St-02138/home/11594169,73367287,42.3835954,-71.1582269
July-25-2025,Single Family Residential,9 Wyman Rd,Cambridge,MA,2138,2925000,4,3.5,West Cambridge,2695,7113,1929,NA,https://www.redfin.com/MA/Cambridge/9-Wyman-Rd-02138/home/11589683,73371084,42.3812132,-71.133216
May-12-2025,Townhouse,136 Cushing St #136,Cambridge,MA,2138,2325000,4,3.5,Strawberry Hill,2703,4500,2016,200,https://www.redfin.com/MA/Cambridge/136-Cushing-St-02138/unit-136/home/167722266,73336649,42.3785825,-71.1524219
August-1-2025,Condo/Co-op,10 Powder House Ter #2,Somerville,MA,2144,1705000,4,3.5,Somerville,2703,NA,1920,468,https://www.redfin.com/MA/Somerville/10-Powder-House-Ter-02144/unit-2/home/109065502,73363434,42.3993531,-71.1175626
April-22-2025,Townhouse,1 Richdale Ave #12,Cambridge,MA,2140,1480000,3,3.5,Porter Square,2723,NA,1981,605,https://www.redfin.com/MA/Cambridge/1-Richdale-Ave-02140/unit-12/home/11578796,73332732,42.3883809,-71.1210951
July-9-2025,Condo/Co-op,154 Richdale Ave #154,Cambridge,MA,2140,2248000,3,3.5,Porter Square,2726,NA,2006,258,https://www.redfin.com/MA/Cambridge/154-Richdale-Ave-02140/unit-154/home/138202629,73375928,42.3890826,-71.1267769
May-15-2025,Multi-Family (2-4 Unit),61-63 Garrison Ave,Somerville,MA,2144,1355000,5,2.5,Teele Square,2727,4050,1930,NA,https://www.redfin.com/MA/Somerville/61-Garrison-Ave-02144/home/8684789,73349689,42.403881,-71.1324347
August-29-2025,Single Family Residential,16 Central St,Somerville,MA,2143,1650000,5,2.5,Spring Hill,2744,3600,1915,NA,https://www.redfin.com/MA/Somerville/16-Central-St-02143/home/8712375,73405299,42.3843244,-71.1064689
July-9-2025,Multi-Family (2-4 Unit),44 Pearl St,Somerville,MA,2145,1400000,4,2,Somerville,2801,7975,1900,NA,https://www.redfin.com/MA/Somerville/44-Pearl-St-02145/home/8740785,73364355,42.3838827,-71.0825037
June-5-2025,Single Family Residential,24 Stewart Ter,Belmont,MA,2478,2000000,4,3.5,Belmont,2804,7821,1951,NA,https://www.redfin.com/MA/Belmont/24-Stewart-Ter-02478/home/8436733,73374772,42.3902244,-71.1586613
August-1-2025,Multi-Family (2-4 Unit),10 Granite St,Somerville,MA,2143,1557000,6,2,Somerville,2816,5187,1900,NA,https://www.redfin.com/MA/Somerville/10-Granite-St-02143/home/8718610,73389526,42.3829389,-71.1033553
June-17-2025,Single Family Residential,141 Fayerweather St,Cambridge,MA,2138,3250000,4,2.5,Cambridge,2817,4500,1916,NA,https://www.redfin.com/MA/Cambridge/141-Fayerweather-St-02138/home/11593941,73374914,42.3843233,-71.1362832
September-30-2025,Condo/Co-op,23 Craigie St #2,Somerville,MA,2143,1345000,4,2,Spring Hill,2825,3867,1860,NA,https://www.redfin.com/MA/Somerville/23-Craigie-St-02143/unit-2/home/12438120,73415256,42.3860622,-71.1120462
August-29-2025,Multi-Family (2-4 Unit),6 Mortimer Pl,Somerville,MA,2145,1515000,6,3,Winter Hill,2850,2826,1920,NA,https://www.redfin.com/MA/Somerville/6-Mortimer-Pl-02145/home/8727681,73400988,42.390536,-71.0937617
July-14-2025,Multi-Family (2-4 Unit),3-5 Campbell Park,Somerville,MA,2144,1410000,6,3,Somerville,2857,2473,1892,NA,https://www.redfin.com/MA/Somerville/5-Campbell-Park-02144/home/8693137,73378102,42.3964683,-71.1258741
August-28-2025,Multi-Family (2-4 Unit),124 Boston Ave,Medford,MA,2155,1150000,5,3,West Medford,2865,4790,1890,NA,https://www.redfin.com/MA/Medford/124-Boston-Ave-02155/home/11792582,73371109,42.417937,-71.1310894
July-17-2025,Single Family Residential,5 Willow Ave,Somerville,MA,2144,2300000,4,2,Davis Square,2876,6027,1900,NA,https://www.redfin.com/MA/Somerville/5-Willow-Ave-02144/home/8701795,73374414,42.3914803,-71.1184149
August-26-2025,Multi-Family (2-4 Unit),27 Alewife Brook Pkwy,Cambridge,MA,2140,1850000,4,2,Cambridge,2895,5105,1928,NA,https://www.redfin.com/MA/Cambridge/27-Alewife-Brook-Pkwy-02140/home/11580225,73378517,42.4022217,-71.1343783
August-19-2025,Single Family Residential,40 Eustis St,Cambridge,MA,2140,2350000,5,3.5,Baldwin/Agassiz,2905,4855,1930,NA,https://www.redfin.com/MA/Cambridge/40-Eustis-St-02140/home/11573593,73357083,42.3833407,-71.1145434
August-8-2025,Multi-Family (2-4 Unit),130-132 North St,Medford,MA,2155,1200000,7,3,Tufts University,2915,4790,1922,NA,https://www.redfin.com/MA/Medford/130-132-North-ST-02155/home/196052668,73389665,42.409979,-71.128814
July-14-2025,Multi-Family (2-4 Unit),44 Franklin St,Somerville,MA,2145,1147500,6,2,Somerville,2920,4950,1890,NA,https://www.redfin.com/MA/Somerville/44-Franklin-St-02145/home/8740305,73377845,42.3839258,-71.0843415
September-18-2025,Multi-Family (2-4 Unit),9 Jay St,Somerville,MA,2144,1430000,6,3,Davis Square,2945,3926,1910,NA,https://www.redfin.com/MA/Somerville/9-Jay-St-02144/home/8692745,73354364,42.3988867,-71.125124
September-30-2025,Single Family Residential,198 Hamilton,Cambridge,MA,2139,2450000,6,4.5,Cambridge,2952,2057,1873,NA,https://www.redfin.com/MA/Cambridge/198-Hamilton-St-02139/home/11561123,73420447,42.359815,-71.108993
July-2-2025,Multi-Family (2-4 Unit),11-13 Line St,Cambridge,MA,2138,2000000,8,4,Harvard Square,2958,1889,1903,NA,https://www.redfin.com/MA/Cambridge/13-Line-St-02138/home/11572197,73374714,42.3776786,-71.1070571
August-4-2025,Multi-Family (2-4 Unit),116 Prospect St,Somerville,MA,2143,1565000,4,3,Union Square,2970,4680,1900,NA,https://www.redfin.com/MA/Somerville/116-Prospect-St-02143/home/8734031,73396107,42.3747309,-71.0969311
August-25-2025,Townhouse,11 Mellen St,Cambridge,MA,2138,3295000,5,4.5,Harvard Square,2979,NA,1900,425,https://www.redfin.com/MA/Cambridge/11-Mellen-St-02138/home/177218526,73366663,42.3809684,-71.118622
August-12-2025,Townhouse,154 Chestnut St #154,Cambridge,MA,2139,2400000,3,3.5,Cambridgeport,2990,4296,1905,NA,https://www.redfin.com/MA/Cambridge/154-Chestnut-St-02139/unit-154/home/11560239,73384468,42.3575286,-71.1106606
September-11-2025,Townhouse,131 Fayerweather #131,Cambridge,MA,2138,2404850,4,3,Cambridge,3003,NA,2025,150,https://www.redfin.com/MA/Cambridge/131-Fayerweather-St-02138/unit-131/home/196672125,73410470,42.3839886,-71.1365706
May-30-2025,Single Family Residential,159 Mount Auburn St,Cambridge,MA,2138,3200711,5,3.5,Harvard Square,3014,2837,1887,NA,https://www.redfin.com/MA/Cambridge/159-Mount-Auburn-St-02138/home/11575608,73366724,42.374615,-71.125832
August-11-2025,Multi-Family (2-4 Unit),14 Grand View Ave,Somerville,MA,2143,2000000,4,3.5,Somerville,3046,4123,1890,NA,https://www.redfin.com/MA/Somerville/14-Grand-View-Ave-02143/home/8728434,73381364,42.3848641,-71.0957154
September-11-2025,Condo/Co-op,4 Emerson St #2,Somerville,MA,2143,1760000,5,3.5,Union Square,3059,NA,1890,300,https://www.redfin.com/MA/Somerville/4-Emerson-St-02143/unit-2/home/186128900,73400216,42.3784261,-71.0955193
July-2-2025,Multi-Family (2-4 Unit),34-36 Curtis Ave,Somerville,MA,2144,1695000,5,3,Somerville,3080,3920,1920,NA,https://www.redfin.com/MA/Somerville/34-Curtis-Ave-02144/home/8685770,73357857,42.4077851,-71.126105
August-8-2025,Multi-Family (2-4 Unit),67 Wheatland St,Somerville,MA,2145,1850000,8,5,Somerville,3109,3920,1900,NA,https://www.redfin.com/MA/Somerville/67-Wheatland-St-02145/home/8726436,73364699,42.3929412,-71.0884447
August-21-2025,Multi-Family (2-4 Unit),30-32 Whitman St,Somerville,MA,2144,1650000,7,3,Tufts University,3110,3139,1920,NA,https://www.redfin.com/MA/Somerville/30-Whitman-St-02144/home/8689058,73350501,42.4022491,-71.1235494
September-16-2025,Multi-Family (2-4 Unit),49-51 Sterling St,Somerville,MA,2144,1338000,6,2,Tufts University,3120,3177,1920,NA,https://www.redfin.com/MA/Somerville/49-Sterling-St-02144/home/8683949,73381924,42.4113047,-71.1298299
September-4-2025,Multi-Family (2-4 Unit),85 Rindge Ave,Cambridge,MA,2140,1800000,5,2.5,North Cambridge,3148,3613,1891,NA,https://www.redfin.com/MA/Cambridge/85-Rindge-Ave-02140/home/11582677,73419219,42.3929735,-71.1282758
July-21-2025,Multi-Family (2-4 Unit),57 Rindge Ave,Cambridge,MA,2140,1825000,7,2,Cambridge,3149,4027,1894,NA,https://www.redfin.com/MA/Cambridge/57-Rindge-Ave-02140/home/11582915,73385799,42.3927491,-71.1271893
July-11-2025,Multi-Family (2-4 Unit),509 Mystic Valley Pkwy,Somerville,MA,2144,1200000,6,3,Somerville,3209,4444,1920,NA,https://www.redfin.com/MA/Somerville/509-Mystic-Valley-Pkwy-02144/home/8683172,73381018,42.4157963,-71.1298704
September-3-2025,Multi-Family (2-4 Unit),65-67 Endicott Ave,Somerville,MA,2144,1300000,6,2,Somerville,3215,4356,1915,NA,https://www.redfin.com/MA/Somerville/65-Endicott-Ave-02144/home/8687658,73401622,42.4028303,-71.1312742
August-11-2025,Multi-Family (2-4 Unit),10 Hancock St,Somerville,MA,2144,1580000,8,3,Somerville,3227,3213,1920,NA,https://www.redfin.com/MA/Somerville/10-Hancock-St-02144/home/8743787,73353670,42.3903411,-71.1170128
September-5-2025,Multi-Family (2-4 Unit),69 Conwell Ave,Somerville,MA,2144,1399000,9,3,Tufts University,3228,3214,1930,NA,https://www.redfin.com/MA/Somerville/69-Conwell-Ave-02144/home/8686392,73396833,42.4080686,-71.1277706
August-12-2025,Single Family Residential,45 Sargent Ave,Somerville,MA,2145,1700000,5,4.5,Somerville,3280,3053,1900,NA,https://www.redfin.com/MA/Somerville/45-Sargent-Ave-02145/home/8727560,73373453,42.3899192,-71.0927791
September-9-2025,Multi-Family (2-4 Unit),10 Packard Ave,Somerville,MA,2144,1360000,6,3,Somerville,3282,3920,1896,NA,https://www.redfin.com/MA/Somerville/10-Packard-Ave-02144/home/8689210,73391271,42.4027528,-71.1249148
September-3-2025,Multi-Family (2-4 Unit),19 Tufts St,Somerville,MA,2145,1500000,5,3.5,Somerville,3320,5000,1900,NA,https://www.redfin.com/MA/Somerville/19-Tufts-St-02145/home/8738188,73380161,42.3818322,-71.0880363
September-8-2025,Multi-Family (2-4 Unit),10 Tennyson St,Somerville,MA,2145,1360000,6,4,Somerville,3325,3860,1910,NA,https://www.redfin.com/MA/Somerville/10-Tennyson-St-02145/home/8715541,73408766,42.3913821,-71.1006221
July-10-2025,Townhouse,23 Eastman #0,Somerville,MA,2143,2200000,3,3.5,Spring Hill,3371,10018,2025,451,https://www.redfin.com/MA/Somerville/23-Eastman-Rd-02143/unit-0/home/195938390,73381579,42.3912632,-71.1123025
May-20-2025,Single Family Residential,16 Blake St,Cambridge,MA,2140,2531415,5,4,Cambridge,3406,4250,1888,NA,https://www.redfin.com/MA/Cambridge/16-Blake-St-02140/home/11579231,73357148,42.391207,-71.1215561
July-22-2025,Single Family Residential,15 Porter St,Somerville,MA,2143,1981500,4,4.5,Porter Square,3427,2375,1920,NA,https://www.redfin.com/MA/Somerville/15-Porter-St-02143/home/8707324,73329012,42.386782,-71.1131041
September-12-2025,Multi-Family (2-4 Unit),111 Hillsdale,Somerville,MA,2143,1300000,6,3,Somerville,3431,3920,1925,NA,https://www.redfin.com/MA/Somerville/111-Hillsdale-Rd-02144/home/8685278,73373969,42.4091329,-71.1265049
September-30-2025,Multi-Family (2-4 Unit),39 Berkeley St,Somerville,MA,2143,1205000,6,2.5,Spring Hill,3498,2350,1900,NA,https://www.redfin.com/MA/Somerville/39-Berkeley-St-02143/home/8717545,73418545,42.3864452,-71.1017725
July-25-2025,Multi-Family (2-4 Unit),34 Pinckney St,Somerville,MA,2145,1375000,7,3,East Somerville,3545,4965,1900,NA,https://www.redfin.com/MA/Somerville/34-Pinckney-St-02145/home/8740804,73365419,42.3834783,-71.0824058
July-9-2025,Multi-Family (2-4 Unit),5 Magnus Ave,Somerville,MA,2143,1660000,9,3,Somerville,3573,3207,1920,NA,https://www.redfin.com/MA/Somerville/5-Magnus-Ave-02143/home/8724179,73366478,42.3787746,-71.1036739
July-18-2025,Multi-Family (2-4 Unit),17 Bonner Ave,Somerville,MA,2143,1750000,6,2,Somerville,3576,10502,1875,NA,https://www.redfin.com/MA/Somerville/17-Bonner-Ave-02143/home/8733359,73373141,42.3803179,-71.0934399
September-29-2025,Multi-Family (2-4 Unit),30 Pembroke St,Somerville,MA,2145,1626800,7,4,Spring Hill,3620,3992,1900,NA,https://www.redfin.com/MA/Somerville/30-Pembroke-St-02145/home/8715878,73381156,42.3908931,-71.1013015
July-10-2025,Multi-Family (2-4 Unit),49-51 Fairmount Ave,Somerville,MA,2144,1520000,6,3,Somerville,3621,3978,1910,NA,https://www.redfin.com/MA/Somerville/51-Fairmount-Ave-02144/home/8686861,73385232,42.4052362,-71.1286283
June-18-2025,Condo/Co-op,378 Broadway Unit 378-1,Cambridge,MA,2139,2875000,4,3.5,Mid Cambridge,3747,NA,1871,NA,https://www.redfin.com/MA/Cambridge/378-Broadway-02139/unit-378-1/home/195311341,73357293,42.3709029,-71.1055479
July-28-2025,Multi-Family (2-4 Unit),259 Upland Rd,Cambridge,MA,2140,2452150,7,3,Neighborhood 9,3796,3667,1897,NA,https://www.redfin.com/MA/Cambridge/259-Upland-Rd-02140/home/11584639,73373824,42.3855601,-71.1286595
September-22-2025,Single Family Residential,1715 Cambridge St,Cambridge,MA,2138,3100000,4,4.5,Harvard Square,3800,5712,1845,NA,https://www.redfin.com/MA/Cambridge/1715-Cambridge-St-02138/home/11572798,73402173,42.3754231,-71.1124971
July-31-2025,Multi-Family (2-4 Unit),10 Beech St,Cambridge,MA,2140,2150000,9,3,Cambridge,3822,3600,1895,NA,https://www.redfin.com/MA/Cambridge/10-Beech-St-02140/home/11578960,73352224,42.3906288,-71.1201143
July-1-2025,Multi-Family (2-4 Unit),339 - 341 Norfolk St,Cambridge,MA,2139,2550000,12,4,Inman Square,3831,3607,1900,NA,https://www.redfin.com/MA/Cambridge/341-Norfolk-St-02139/home/11557458,73381557,42.3726937,-71.0966869
June-25-2025,Single Family Residential,55 Harvey St,Cambridge,MA,2140,3325000,4,5,Cambridge,3838,1654,2024,NA,https://www.redfin.com/MA/Cambridge/55-Harvey-St-02140/home/11581250,73343336,42.3973889,-71.1320908
August-1-2025,Multi-Family (2-4 Unit),38 Spring St,Somerville,MA,2143,2100000,7,4.5,Spring Hill,3955,8276,1852,NA,https://www.redfin.com/MA/Somerville/38-Spring-St-02143/home/8711849,73393600,42.3858924,-71.1089407
July-1-2025,Multi-Family (2-4 Unit),39 Houghton St,Somerville,MA,2143,1900000,8,4.5,Inman Square,3974,5790,1900,NA,https://www.redfin.com/MA/Somerville/39-Houghton-St-02143/home/195197839,73351712,42.3752776,-71.0993108
August-11-2025,Multi-Family (2-4 Unit),16 Worcester,Cambridge,MA,2139,1960000,5,5,Area 4-The Port,4000,3570,1873,NA,https://www.redfin.com/MA/Cambridge/16-Worcester-St-02139/home/11558265,73375306,42.3665512,-71.0992118
June-24-2025,Multi-Family (2-4 Unit),20-22 Woodbridge St,Cambridge,MA,2140,2000000,6,3.5,North Cambridge,4067,3631,1899,NA,https://www.redfin.com/MA/Cambridge/20-22-Woodbridge-St-02140/home/195635805,73371159,42.396157,-71.127132
July-28-2025,Multi-Family (2-4 Unit),61-63 Grant St,Somerville,MA,2145,1350000,6,3,Somerville,4130,3200,1900,NA,https://www.redfin.com/MA/Somerville/61-Grant-St-02145/home/8726455,73374991,42.3932486,-71.0892706
September-2-2025,Single Family Residential,74 Hammond St,Cambridge,MA,2138,4965000,4,4.5,Baldwin Neighborhood,4156,3852,1910,NA,https://www.redfin.com/MA/Cambridge/74-Hammond-St-02138/home/12428165,73404856,42.3810186,-71.1135906
April-4-2025,Multi-Family (2-4 Unit),364-368 Washington St,Cambridge,MA,2139,2600000,10,3,Cambridge,4172,2219,1888,NA,https://www.redfin.com/MA/Cambridge/368-Washington-St-02139/home/11558680,73333468,42.3655301,-71.0996601
July-22-2025,Multi-Family (2-4 Unit),95 Summer St,Somerville,MA,2143,1900000,6,3,Union Square,4356,6040,1900,NA,https://www.redfin.com/MA/Somerville/95-Summer-St-02143/home/8717972,73371117,42.3849978,-71.1015631
July-1-2025,Single Family Residential,8 Ellsworth Ave,Cambridge,MA,2139,4625000,4,3,Mid Cambridge,4383,12016,1887,NA,https://www.redfin.com/MA/Cambridge/8-Ellsworth-Ave-02139/home/11563971,73384929,42.3726,-71.1071348
August-15-2025,Single Family Residential,543 Green St,Cambridge,MA,2139,3800000,4,2,Riverside,4526,6400,1920,NA,https://www.redfin.com/MA/Cambridge/543-Green-St-02139/home/11567417,73393277,42.3681418,-71.1097119
July-18-2025,Multi-Family (2-4 Unit),71 Berkeley St,Somerville,MA,2143,1500000,8,4,Somerville,4635,5000,1900,NA,https://www.redfin.com/MA/Somerville/71-Berkeley-St-02143/home/8717160,73378323,42.3871291,-71.1035609
September-2-2025,Multi-Family (5+ Unit),18 Summit Ave,Somerville,MA,2143,2000000,6,5,Prospect Hill,4715,6208,1900,NA,https://www.redfin.com/MA/Somerville/18-Summit-Ave-02143/home/8728261,73401630,42.3837892,-71.0963389
June-10-2025,Single Family Residential,32 Bowdoin St,Cambridge,MA,2138,5600000,5,4.5,Radcliffe Neighborhood/near Harvard Square,4748,5294,1888,NA,https://www.redfin.com/MA/Cambridge/32-Bowdoin-St-02138/home/11577698,73373139,42.3835992,-71.1211673
August-19-2025,Single Family Residential,34 Walker St,Somerville,MA,2144,2700000,5,5,Somerville,4750,3517,1920,NA,https://www.redfin.com/MA/Somerville/34-Walker-St-02144/home/185801462,73384583,42.4013828,-71.1193516
August-19-2025,Single Family Residential,29 Follen St,Cambridge,MA,2138,4650000,7,5.5,Harvard Square,4938,13528,1838,NA,https://www.redfin.com/MA/Cambridge/29-Follen-St-02138/home/11576052,73405040,42.3790899,-71.1210618
August-25-2025,Multi-Family (2-4 Unit),376-378 Windsor St,Cambridge,MA,2141,3425000,14,6,Cambridge,5064,4356,1902,NA,https://www.redfin.com/MA/Cambridge/378-Windsor-St-02141/home/11556552,73376297,42.3703334,-71.0939729
September-3-2025,Multi-Family (2-4 Unit),10 Stickney Ave,Somerville,MA,2145,1690000,9,3,Winter Hill,5686,4936,1920,NA,https://www.redfin.com/MA/Somerville/10-Stickney-Ave-02145/home/8722349,73396389,42.3888635,-71.0960138
July-17-2025,Multi-Family (2-4 Unit),253 Broadway,Cambridge,MA,2139,3350000,7,4,Area 4-The Port,6119,6459,1838,NA,https://www.redfin.com/MA/Cambridge/253-Broadway-02139/home/11555941,73377581,42.3675134,-71.0959427
June-17-2025,Single Family Residential,22 Francis Ave,Cambridge,MA,2138,6400000,5,4,Professors' Row | Agassiz,6218,7579,1912,NA,https://www.redfin.com/MA/Cambridge/22-Francis-Ave-02138/home/11572997,73366425,42.3787006,-71.1117508
September-15-2025,Multi-Family (5+ Unit),65 Brookline St,Cambridge,MA,2139,3462000,17,6,Cambridgeport,6576,2767,1910,NA,https://www.redfin.com/MA/Cambridge/65-Brookline-St-02139/home/195998980,73386499,42.3623141,-71.1031483
